id,status,sent_at,relationship_tag,contact_id,message_id,user_id,user_phone_id
30223,sent,11/28/24 17:52,Botox,28730,9,1,3
28116,sent,11/23/24 11:21,Botox,28729,7,1,3
29179,sent,11/26/24 13:07,Botox,28729,8,1,3
30222,sent,11/28/24 17:52,Botox,28729,9,1,3
28115,sent,11/23/24 11:21,Botox,28728,7,1,3
29178,sent,11/26/24 13:06,Botox,28728,8,1,3
30221,sent,11/28/24 17:52,Botox,28728,9,1,3
28114,sent,11/23/24 11:21,Botox,28727,7,1,3
29177,sent,11/26/24 13:05,Botox,28727,8,1,3
30220,sent,11/28/24 17:52,Botox,28727,9,1,3
28113,sent,11/23/24 11:20,Botox,28726,7,1,3
29176,sent,11/26/24 13:05,Botox,28726,8,1,3
30219,sent,11/28/24 17:51,Botox,28726,9,1,3
28112,sent,11/23/24 11:20,Botox,28725,7,1,3
29175,sent,11/26/24 13:04,Botox,28725,8,1,3
30218,sent,11/28/24 17:51,Botox,28725,9,1,3
28111,sent,11/23/24 11:20,Botox,28724,7,1,3
29174,sent,11/26/24 13:04,Botox,28724,8,1,3
30217,sent,11/28/24 17:51,Botox,28724,9,1,3
28110,sent,11/23/24 11:20,Botox,28723,7,1,3
29173,sent,11/26/24 13:03,Botox,28723,8,1,3
30215,sent,11/28/24 17:50,Botox,28723,9,1,3
28109,sent,11/23/24 11:19,Botox,28722,7,1,3
29172,sent,11/26/24 13:02,Botox,28722,8,1,3
30214,sent,11/28/24 17:50,Botox,28722,9,1,3
28108,sent,11/23/24 11:19,Botox,28721,7,1,3
29171,sent,11/26/24 13:02,Botox,28721,8,1,3
30213,sent,11/28/24 17:50,Botox,28721,9,1,3
28107,sent,11/23/24 11:19,Botox,28720,7,1,3
29170,sent,11/26/24 13:01,Botox,28720,8,1,3
30212,sent,11/28/24 17:50,Botox,28720,9,1,3
28106,sent,11/23/24 11:19,Botox,28719,7,1,3
29169,sent,11/26/24 13:01,Botox,28719,8,1,3
30211,sent,11/28/24 17:50,Botox,28719,9,1,3
28105,sent,11/23/24 11:18,Botox,28718,7,1,3
29168,sent,11/26/24 13:00,Botox,28718,8,1,3
30210,sent,11/28/24 17:49,Botox,28718,9,1,3
28104,sent,11/23/24 11:18,Botox,28717,7,1,3
29167,sent,11/26/24 12:59,Botox,28717,8,1,3
30209,sent,11/28/24 17:49,Botox,28717,9,1,3
28103,sent,11/23/24 11:18,Botox,28716,7,1,3
29166,sent,11/26/24 12:59,Botox,28716,8,1,3
30208,sent,11/28/24 17:49,Botox,28716,9,1,3
28102,sent,11/23/24 11:18,Botox,28715,7,1,3
28101,sent,11/23/24 11:17,Botox,28714,7,1,3
29165,sent,11/26/24 12:58,Botox,28714,8,1,3
30207,sent,11/28/24 17:49,Botox,28714,9,1,3
28100,sent,11/23/24 11:17,Botox,28713,7,1,3
28098,sent,11/23/24 11:16,Botox,28712,7,1,3
29163,sent,11/26/24 12:56,Botox,28712,8,1,3
30206,sent,11/28/24 17:48,Botox,28712,9,1,3
28097,sent,11/23/24 11:16,Botox,28711,7,1,3
29162,sent,11/26/24 12:56,Botox,28711,8,1,3
30205,sent,11/28/24 17:48,Botox,28711,9,1,3
28096,sent,11/23/24 11:16,Botox,28710,7,1,3
29161,sent,11/26/24 12:55,Botox,28710,8,1,3
30204,sent,11/28/24 17:48,Botox,28710,9,1,3
28095,sent,11/23/24 11:15,Botox,28709,7,1,3
29160,sent,11/26/24 12:55,Botox,28709,8,1,3
30203,sent,11/28/24 17:48,Botox,28709,9,1,3
28094,sent,11/23/24 11:15,Botox,28708,7,1,3
29159,sent,11/26/24 12:54,Botox,28708,8,1,3
30202,sent,11/28/24 17:48,Botox,28708,9,1,3
28093,sent,11/23/24 11:15,Botox,28707,7,1,3
29158,sent,11/26/24 12:54,Botox,28707,8,1,3
30201,sent,11/28/24 17:47,Botox,28707,9,1,3
28092,sent,11/23/24 11:15,Botox,28706,7,1,3
29157,sent,11/26/24 12:53,Botox,28706,8,1,3
30200,sent,11/28/24 17:47,Botox,28706,9,1,3
28091,sent,11/23/24 11:14,Botox,28705,7,1,3
29156,sent,11/26/24 12:52,Botox,28705,8,1,3
30199,sent,11/28/24 17:47,Botox,28705,9,1,3
28090,sent,11/23/24 11:14,Botox,28704,7,1,3
29155,sent,11/26/24 12:52,Botox,28704,8,1,3
30198,sent,11/28/24 17:47,Botox,28704,9,1,3
28089,sent,11/23/24 11:14,Botox,28703,7,1,3
29154,sent,11/26/24 12:51,Botox,28703,8,1,3
30197,sent,11/28/24 17:46,Botox,28703,9,1,3
28088,sent,11/23/24 11:14,Botox,28702,7,1,3
29153,sent,11/26/24 12:51,Botox,28702,8,1,3
30196,sent,11/28/24 17:46,Botox,28702,9,1,3
28087,sent,11/23/24 11:13,Botox,28701,7,1,3
29152,sent,11/26/24 12:50,Botox,28701,8,1,3
30195,sent,11/28/24 17:46,Botox,28701,9,1,3
28086,sent,11/23/24 11:13,Botox,28700,7,1,3
29151,sent,11/26/24 12:49,Botox,28700,8,1,3
30193,sent,11/28/24 17:45,Botox,28700,9,1,3
28085,sent,11/23/24 11:13,Botox,28699,7,1,3
29150,sent,11/26/24 12:49,Botox,28699,8,1,3
30191,sent,11/28/24 17:45,Botox,28699,9,1,3
28084,sent,11/23/24 11:13,Botox,28698,7,1,3
29149,sent,11/26/24 12:48,Botox,28698,8,1,3
30190,sent,11/28/24 17:45,Botox,28698,9,1,3
28083,sent,11/23/24 11:12,Botox,28697,7,1,3
29148,sent,11/26/24 12:48,Botox,28697,8,1,3
30189,sent,11/28/24 17:45,Botox,28697,9,1,3
28082,sent,11/23/24 11:12,Botox,28696,7,1,3
29147,sent,11/26/24 12:47,Botox,28696,8,1,3
30188,sent,11/28/24 17:44,Botox,28696,9,1,3
28081,sent,11/23/24 11:12,Botox,28695,7,1,3
29146,sent,11/26/24 12:46,Botox,28695,8,1,3
30187,sent,11/28/24 17:44,Botox,28695,9,1,3
28080,sent,11/23/24 11:12,Botox,28694,7,1,3
28666,sent,11/25/24 12:00,Botox,28694,8,1,3
29145,sent,11/26/24 12:46,Botox,28694,9,1,3
30186,lead_created,11/28/24 17:44,Botox,28694,61,1,3
28079,sent,11/23/24 11:11,Botox,28693,7,1,3
28665,sent,11/25/24 12:00,Botox,28693,8,1,3
29144,sent,11/26/24 12:46,Botox,28693,9,1,3
28078,sent,11/23/24 11:11,Botox,28692,7,1,3
28664,sent,11/25/24 11:59,Botox,28692,8,1,3
29143,sent,11/26/24 12:46,Botox,28692,9,1,3
29847,lead_created,11/27/24 15:00,Botox,28692,61,1,3
28077,sent,11/23/24 11:11,Botox,28691,7,1,3
28663,sent,11/25/24 11:59,Botox,28691,8,1,3
29142,sent,11/26/24 12:45,Botox,28691,9,1,3
29846,lead_created,11/27/24 14:59,Botox,28691,61,1,3
28076,sent,11/23/24 11:11,Botox,28690,7,1,3
28662,sent,11/25/24 11:58,Botox,28690,8,1,3
29141,sent,11/26/24 12:45,Botox,28690,9,1,3
29845,lead_created,11/27/24 14:58,Botox,28690,61,1,3
28075,sent,11/23/24 11:10,Botox,28689,7,1,3
28661,sent,11/25/24 11:57,Botox,28689,8,1,3
29140,sent,11/26/24 12:45,Botox,28689,9,1,3
29844,lead_created,11/27/24 14:56,Botox,28689,61,1,3
28074,sent,11/23/24 11:10,Botox,28688,7,1,3
28660,sent,11/25/24 11:57,Botox,28688,8,1,3
29139,sent,11/26/24 12:45,Botox,28688,9,1,3
29843,lead_created,11/27/24 14:55,Botox,28688,61,1,3
28019,sent,11/23/24 10:31,Botox,28636,7,1,3
28603,sent,11/25/24 11:44,Botox,28636,8,1,3
29083,sent,11/26/24 12:27,Botox,28636,9,1,3
28018,sent,11/23/24 10:31,Botox,28635,7,1,3
28602,sent,11/25/24 11:43,Botox,28635,8,1,3
29082,sent,11/26/24 12:27,Botox,28635,9,1,3
29792,lead_created,11/27/24 13:57,Botox,28635,61,1,3
28017,sent,11/23/24 10:31,Botox,28634,7,1,3
28601,sent,11/25/24 11:43,Botox,28634,8,1,3
29081,sent,11/26/24 12:26,Botox,28634,9,1,3
29791,lead_created,11/27/24 13:56,Botox,28634,61,1,3
28016,sent,11/23/24 10:31,Botox,28633,7,1,3
28600,sent,11/25/24 11:42,Botox,28633,8,1,3
29080,sent,11/26/24 12:26,Botox,28633,9,1,3
29790,lead_created,11/27/24 13:55,Botox,28633,61,1,3
28015,sent,11/23/24 10:30,Botox,28632,7,1,3
28599,sent,11/25/24 11:42,Botox,28632,8,1,3
29079,sent,11/26/24 12:26,Botox,28632,9,1,3
29789,lead_created,11/27/24 13:54,Botox,28632,61,1,3
28014,sent,11/23/24 10:30,Botox,28631,7,1,3
28598,sent,11/25/24 11:41,Botox,28631,8,1,3
29078,sent,11/26/24 12:26,Botox,28631,9,1,3
29788,lead_created,11/27/24 13:52,Botox,28631,61,1,3
28013,sent,11/23/24 10:30,Botox,28630,7,1,3
28597,sent,11/25/24 11:40,Botox,28630,8,1,3
29077,sent,11/26/24 12:26,Botox,28630,9,1,3
29787,lead_created,11/27/24 13:51,Botox,28630,61,1,3
28012,sent,11/23/24 10:30,Botox,28629,7,1,3
28596,sent,11/25/24 11:40,Botox,28629,8,1,3
29076,sent,11/26/24 12:25,Botox,28629,9,1,3
29786,lead_created,11/27/24 13:50,Botox,28629,61,1,3
28011,sent,11/23/24 10:29,Botox,28628,7,1,3
28595,sent,11/25/24 11:39,Botox,28628,8,1,3
29075,sent,11/26/24 12:25,Botox,28628,9,1,3
29785,lead_created,11/27/24 13:49,Botox,28628,61,1,3
28010,sent,11/23/24 10:29,Botox,28627,7,1,3
28594,sent,11/25/24 11:38,Botox,28627,8,1,3
29074,sent,11/26/24 12:25,Botox,28627,9,1,3
29784,lead_created,11/27/24 13:48,Botox,28627,61,1,3
28009,sent,11/23/24 10:29,Botox,28626,7,1,3
28593,sent,11/25/24 11:38,Botox,28626,8,1,3
29073,sent,11/26/24 12:25,Botox,28626,9,1,3
29783,lead_created,11/27/24 13:47,Botox,28626,61,1,3
28008,sent,11/23/24 10:29,Botox,28625,7,1,3
28592,sent,11/25/24 11:37,Botox,28625,8,1,3
29072,sent,11/26/24 12:24,Botox,28625,9,1,3
29782,lead_created,11/27/24 13:46,Botox,28625,61,1,3
28007,sent,11/23/24 10:28,Botox,28624,7,1,3
28591,sent,11/25/24 11:36,Botox,28624,8,1,3
29071,sent,11/26/24 12:24,Botox,28624,9,1,3
29781,lead_created,11/27/24 13:45,Botox,28624,61,1,3
28006,sent,11/23/24 10:28,Botox,28623,7,1,3
28590,sent,11/25/24 11:36,Botox,28623,8,1,3
29070,sent,11/26/24 12:24,Botox,28623,9,1,3
29780,lead_created,11/27/24 13:44,Botox,28623,61,1,3
28005,sent,11/23/24 10:28,Botox,28622,7,1,3
28589,sent,11/25/24 11:35,Botox,28622,8,1,3
29069,sent,11/26/24 12:24,Botox,28622,9,1,3
29779,lead_created,11/27/24 13:43,Botox,28622,61,1,3
28004,sent,11/23/24 10:28,Botox,28621,7,1,3
28588,sent,11/25/24 11:35,Botox,28621,8,1,3
29068,sent,11/26/24 12:24,Botox,28621,9,1,3
29778,lead_created,11/27/24 13:42,Botox,28621,61,1,3
28003,sent,11/23/24 10:27,Botox,28620,7,1,3
28587,sent,11/25/24 11:34,Botox,28620,8,1,3
29067,sent,11/26/24 12:23,Botox,28620,9,1,3
29777,lead_created,11/27/24 13:41,Botox,28620,61,1,3
28002,sent,11/23/24 10:27,Botox,28619,7,1,3
28586,sent,11/25/24 11:33,Botox,28619,8,1,3
29066,sent,11/26/24 12:23,Botox,28619,9,1,3
29776,lead_created,11/27/24 13:40,Botox,28619,61,1,3
28001,sent,11/23/24 10:27,Botox,28618,7,1,3
28585,sent,11/25/24 11:33,Botox,28618,8,1,3
29065,sent,11/26/24 12:23,Botox,28618,9,1,3
29775,lead_created,11/27/24 13:38,Botox,28618,61,1,3
28000,sent,11/23/24 10:27,Botox,28617,7,1,3
28584,sent,11/25/24 11:32,Botox,28617,8,1,3
29064,sent,11/26/24 12:23,Botox,28617,9,1,3
29774,lead_created,11/27/24 13:37,Botox,28617,61,1,3
27999,sent,11/23/24 10:26,Botox,28616,7,1,3
28583,sent,11/25/24 11:31,Botox,28616,8,1,3
29063,sent,11/26/24 12:22,Botox,28616,9,1,3
29773,lead_created,11/27/24 13:36,Botox,28616,61,1,3
27998,sent,11/23/24 10:26,Botox,28615,7,1,3
28582,sent,11/25/24 11:30,Botox,28615,8,1,3
29062,sent,11/26/24 12:22,Botox,28615,9,1,3
27996,sent,11/23/24 10:26,Botox,28614,7,1,3
28580,sent,11/25/24 11:29,Botox,28614,8,1,3
29061,sent,11/26/24 12:22,Botox,28614,9,1,3
29772,lead_created,11/27/24 13:35,Botox,28614,61,1,3
27995,sent,11/23/24 10:25,Botox,28613,7,1,3
28579,sent,11/25/24 11:28,Botox,28613,8,1,3
29060,sent,11/26/24 12:22,Botox,28613,9,1,3
29771,lead_created,11/27/24 13:34,Botox,28613,61,1,3
27994,sent,11/23/24 10:25,Botox,28612,7,1,3
28578,sent,11/25/24 11:27,Botox,28612,8,1,3
29059,sent,11/26/24 12:22,Botox,28612,9,1,3
29770,lead_created,11/27/24 13:33,Botox,28612,61,1,3
27993,sent,11/23/24 10:25,Botox,28611,7,1,3
28577,sent,11/25/24 11:27,Botox,28611,8,1,3
29058,sent,11/26/24 12:21,Botox,28611,9,1,3
29769,lead_created,11/27/24 13:32,Botox,28611,61,1,3
27992,sent,11/23/24 10:25,Botox,28610,7,1,3
28576,sent,11/25/24 11:26,Botox,28610,8,1,3
29057,sent,11/26/24 12:21,Botox,28610,9,1,3
29768,lead_created,11/27/24 13:31,Botox,28610,61,1,3
27991,sent,11/23/24 10:24,Botox,28609,7,1,3
28575,sent,11/25/24 11:26,Botox,28609,8,1,3
29056,sent,11/26/24 12:21,Botox,28609,9,1,3
29767,lead_created,11/27/24 13:30,Botox,28609,61,1,3
27990,sent,11/23/24 10:24,Botox,28608,7,1,3
28574,sent,11/25/24 11:25,Botox,28608,8,1,3
29055,sent,11/26/24 12:21,Botox,28608,9,1,3
29766,lead_created,11/27/24 13:29,Botox,28608,61,1,3
27989,sent,11/23/24 10:24,Botox,28607,7,1,3
28573,sent,11/25/24 11:24,Botox,28607,8,1,3
29054,sent,11/26/24 12:20,Botox,28607,9,1,3
29765,lead_created,11/27/24 13:28,Botox,28607,61,1,3
27988,sent,11/23/24 10:24,Botox,28606,7,1,3
28572,sent,11/25/24 11:24,Botox,28606,8,1,3
29053,sent,11/26/24 12:20,Botox,28606,9,1,3
29764,lead_created,11/27/24 13:27,Botox,28606,61,1,3
27987,sent,11/23/24 10:23,Botox,28605,7,1,3
28571,sent,11/25/24 11:23,Botox,28605,8,1,3
29052,sent,11/26/24 12:20,Botox,28605,9,1,3
29763,lead_created,11/27/24 13:26,Botox,28605,61,1,3
27986,sent,11/23/24 10:23,Botox,28604,7,1,3
28570,sent,11/25/24 11:22,Botox,28604,8,1,3
29051,sent,11/26/24 12:20,Botox,28604,9,1,3
29762,lead_created,11/27/24 13:25,Botox,28604,61,1,3
27985,sent,11/23/24 10:23,Botox,28603,7,1,3
28569,sent,11/25/24 11:21,Botox,28603,8,1,3
29050,sent,11/26/24 12:20,Botox,28603,9,1,3
29761,lead_created,11/27/24 13:24,Botox,28603,61,1,3
27984,sent,11/23/24 10:22,Botox,28602,7,1,3
28568,sent,11/25/24 11:20,Botox,28602,8,1,3
29049,sent,11/26/24 12:19,Botox,28602,9,1,3
29760,lead_created,11/27/24 13:23,Botox,28602,61,1,3
27983,sent,11/23/24 10:22,Botox,28601,7,1,3
27982,sent,11/23/24 10:22,Botox,28600,7,1,3
28567,sent,11/25/24 11:20,Botox,28600,8,1,3
29048,sent,11/26/24 12:19,Botox,28600,9,1,3
27981,sent,11/23/24 10:22,Botox,28599,7,1,3
28566,sent,11/25/24 11:19,Botox,28599,8,1,3
29047,sent,11/26/24 12:19,Botox,28599,9,1,3
29759,lead_created,11/27/24 13:21,Botox,28599,61,1,3
27980,sent,11/23/24 10:22,Botox,28598,7,1,3
28565,sent,11/25/24 11:19,Botox,28598,8,1,3
29046,sent,11/26/24 12:19,Botox,28598,9,1,3
29758,lead_created,11/27/24 13:20,Botox,28598,61,1,3
27979,sent,11/23/24 10:21,Botox,28597,7,1,3
28564,sent,11/25/24 11:18,Botox,28597,8,1,3
29045,sent,11/26/24 12:18,Botox,28597,9,1,3
29757,lead_created,11/27/24 13:19,Botox,28597,61,1,3
27978,sent,11/23/24 10:21,Botox,28596,7,1,3
28563,sent,11/25/24 11:17,Botox,28596,8,1,3
29044,sent,11/26/24 12:18,Botox,28596,9,1,3
30185,lead_created,11/28/24 17:43,Botox,28596,61,1,3
27977,sent,11/23/24 10:21,Botox,28595,7,1,3
28562,sent,11/25/24 11:16,Botox,28595,8,1,3
29043,sent,11/26/24 12:18,Botox,28595,9,1,3
29756,lead_created,11/27/24 13:18,Botox,28595,61,1,3
27976,sent,11/23/24 10:21,Botox,28594,7,1,3
28561,sent,11/25/24 11:15,Botox,28594,8,1,3
29042,sent,11/26/24 12:18,Botox,28594,9,1,3
29755,lead_created,11/27/24 13:17,Botox,28594,61,1,3
27975,sent,11/23/24 10:20,Botox,28593,7,1,3
28560,sent,11/25/24 11:15,Botox,28593,8,1,3
29041,sent,11/26/24 12:18,Botox,28593,9,1,3
27974,sent,11/23/24 10:20,Botox,28592,7,1,3
28559,sent,11/25/24 11:14,Botox,28592,8,1,3
29040,sent,11/26/24 12:17,Botox,28592,9,1,3
29754,lead_created,11/27/24 13:16,Botox,28592,61,1,3
27973,sent,11/23/24 10:20,Botox,28591,7,1,3
28558,sent,11/25/24 11:14,Botox,28591,8,1,3
29039,sent,11/26/24 12:17,Botox,28591,9,1,3
27972,sent,11/23/24 10:20,Botox,28590,7,1,3
28557,sent,11/25/24 11:13,Botox,28590,8,1,3
29038,sent,11/26/24 12:17,Botox,28590,9,1,3
29753,lead_created,11/27/24 13:15,Botox,28590,61,1,3
27971,sent,11/23/24 10:19,Botox,28589,7,1,3
28556,sent,11/25/24 11:12,Botox,28589,8,1,3
29037,sent,11/26/24 12:17,Botox,28589,9,1,3
29752,lead_created,11/27/24 13:14,Botox,28589,61,1,3
27970,sent,11/23/24 10:19,Botox,28588,7,1,3
28555,sent,11/25/24 11:12,Botox,28588,8,1,3
29036,sent,11/26/24 12:16,Botox,28588,9,1,3
29751,lead_created,11/27/24 13:13,Botox,28588,61,1,3
27969,sent,11/23/24 10:19,Botox,28587,7,1,3
28554,sent,11/25/24 11:11,Botox,28587,8,1,3
29035,sent,11/26/24 12:16,Botox,28587,9,1,3
29750,lead_created,11/27/24 13:12,Botox,28587,61,1,3
27968,sent,11/23/24 10:19,Botox,28586,7,1,3
28553,sent,11/25/24 11:11,Botox,28586,8,1,3
29034,sent,11/26/24 12:16,Botox,28586,9,1,3
27967,sent,11/23/24 10:18,Botox,28585,7,1,3
28552,sent,11/25/24 11:10,Botox,28585,8,1,3
29033,sent,11/26/24 12:16,Botox,28585,9,1,3
29749,lead_created,11/27/24 13:11,Botox,28585,61,1,3
27966,sent,11/23/24 10:18,Botox,28584,7,1,3
28551,sent,11/25/24 11:10,Botox,28584,8,1,3
29032,sent,11/26/24 12:16,Botox,28584,9,1,3
27965,sent,11/23/24 10:18,Botox,28583,7,1,3
28550,sent,11/25/24 11:09,Botox,28583,8,1,3
29031,sent,11/26/24 12:15,Botox,28583,9,1,3
29748,lead_created,11/27/24 13:10,Botox,28583,61,1,3
27963,sent,11/23/24 10:17,Botox,28582,7,1,3
28548,sent,11/25/24 11:08,Botox,28582,8,1,3
29029,sent,11/26/24 12:15,Botox,28582,9,1,3
29746,lead_created,11/27/24 13:08,Botox,28582,61,1,3
27962,sent,11/23/24 10:17,Botox,28581,7,1,3
28547,sent,11/25/24 11:07,Botox,28581,8,1,3
29028,sent,11/26/24 12:15,Botox,28581,9,1,3
29745,lead_created,11/27/24 13:07,Botox,28581,61,1,3
27961,sent,11/23/24 10:17,Botox,28580,7,1,3
28546,sent,11/25/24 11:07,Botox,28580,8,1,3
29027,sent,11/26/24 12:14,Botox,28580,9,1,3
27960,sent,11/23/24 10:17,Botox,28579,7,1,3
28545,sent,11/25/24 11:06,Botox,28579,8,1,3
29026,sent,11/26/24 12:14,Botox,28579,9,1,3
29744,lead_created,11/27/24 13:05,Botox,28579,61,1,3
27959,sent,11/23/24 10:16,Botox,28578,7,1,3
28544,sent,11/25/24 11:05,Botox,28578,8,1,3
29025,sent,11/26/24 12:14,Botox,28578,9,1,3
29743,lead_created,11/27/24 13:04,Botox,28578,61,1,3
27958,sent,11/23/24 10:16,Botox,28577,7,1,3
28543,sent,11/25/24 11:05,Botox,28577,8,1,3
29024,sent,11/26/24 12:14,Botox,28577,9,1,3
29742,lead_created,11/27/24 13:03,Botox,28577,61,1,3
27957,sent,11/23/24 10:16,Botox,28576,7,1,3
28542,sent,11/25/24 11:04,Botox,28576,8,1,3
29023,sent,11/26/24 12:14,Botox,28576,9,1,3
29741,lead_created,11/27/24 13:02,Botox,28576,61,1,3
27956,sent,11/23/24 10:16,Botox,28575,7,1,3
28541,sent,11/25/24 11:03,Botox,28575,8,1,3
29022,sent,11/26/24 12:13,Botox,28575,9,1,3
29740,lead_created,11/27/24 13:01,Botox,28575,61,1,3
27955,sent,11/23/24 10:15,Botox,28574,7,1,3
28540,sent,11/25/24 11:03,Botox,28574,8,1,3
29021,sent,11/26/24 12:13,Botox,28574,9,1,3
27954,sent,11/23/24 10:15,Botox,28573,7,1,3
28539,sent,11/25/24 11:02,Botox,28573,8,1,3
29020,sent,11/26/24 12:13,Botox,28573,9,1,3
29739,lead_created,11/27/24 13:00,Botox,28573,61,1,3
27953,sent,11/23/24 10:15,Botox,28572,7,1,3
28538,sent,11/25/24 11:02,Botox,28572,8,1,3
29019,sent,11/26/24 12:13,Botox,28572,9,1,3
29738,lead_created,11/27/24 12:59,Botox,28572,61,1,3
27952,sent,11/23/24 10:15,Botox,28571,7,1,3
28537,sent,11/25/24 11:01,Botox,28571,8,1,3
29018,sent,11/26/24 12:12,Botox,28571,9,1,3
